modo,lidos,previos,inseridos,redundantes,comp_ordenacao,comp_busca,comp_total,tempo_ordenacao_s,tempo_verificacao_s,tempo_total_s
seq-rec,718,0,718,0,0,257403,257403,0.000000000,0.003720703,0.003720703
seq-rec,718,0,718,0,0,257403,257403,0.000000000,0.003776422,0.003776422
seq-rec,718,0,718,0,0,257403,257403,0.000000000,0.003748267,0.003748267
seq-rec,718,0,718,0,0,257403,257403,0.000000000,0.003781127,0.003781127
seq-rec,718,0,718,0,0,257403,257403,0.000000000,0.003797903,0.003797903
seq-rec,718,0,718,0,0,257403,257403,0.000000000,0.003776416,0.003776416
seq-rec,718,0,718,0,0,257403,257403,0.000000000,0.003765568,0.003765568
seq-rec,718,0,718,0,0,257403,257403,0.000000000,0.003763568,0.003763568
bin-iter,718,0,718,0,6024,6876,12900,0.000110063,0.000159785,0.000269848
bin-iter,718,0,718,0,6024,6876,12900,0.000103742,0.000169260,0.000273002
bin-iter,718,0,718,0,6024,6876,12900,0.000102178,0.000174269,0.000276447
bin-iter,718,0,718,0,6024,6876,12900,0.000107867,0.000151169,0.000259036
bin-iter,718,0,718,0,6024,6876,12900,0.000102208,0.000235142,0.000337350
bin-iter,718,0,718,0,6024,6876,12900,0.000102096,0.000176123,0.000278219
bin-iter,718,0,718,0,6024,6876,12900,0.000110466,0.000148578,0.000259044
bin-iter,718,0,718,0,6024,6876,12900,0.000104223,0.000152017,0.000256240
bin-iter,718,0,718,0,6024,6876,12900,0.000126982,0.000155320,0.000282302
bin-iter,718,0,718,0,6024,6876,12900,0.000111653,0.000151663,0.000263316
bin-iter,718,0,718,0,6024,6876,12900,0.000106054,0.000150782,0.000256836
bin-iter,718,0,718,0,6024,6876,12900,0.000104151,0.000155340,0.000259491
bin-iter,718,0,718,0,6024,6876,12900,0.000110268,0.000148611,0.000258879
bin-iter,718,0,718,0,6024,6876,12900,0.000106400,0.000186010,0.000292410
bin-iter,718,0,718,0,6024,6876,12900,0.000104829,0.000150443,0.000255272
bin-rec,718,0,718,0,5921,6876,12797,0.000108040,0.000191578,0.000299618
bin-rec,718,0,718,0,5921,6876,12797,0.000108761,0.000170333,0.000279094
bin-rec,718,0,718,0,5921,6876,12797,0.000110299,0.000191569,0.000301868
bin-rec,718,0,718,0,5921,6876,12797,0.000116678,0.000166931,0.000283609
bin-rec,718,0,718,0,5921,6876,12797,0.000118626,0.000168143,0.000286769
bin-rec,718,0,718,0,5921,6876,12797,0.000108651,0.000178567,0.000287218
bin-rec,718,0,718,0,5921,6876,12797,0.000112617,0.000160594,0.000273211
bin-rec,718,0,718,0,5921,6876,12797,0.000114547,0.000222181,0.000336728
bin-rec,718,0,718,0,5921,6876,12797,0.000107460,0.000186928,0.000294388
bin-rec,718,0,718,0,5921,6876,12797,0.000114312,0.000159853,0.000274165
bin-rec,718,0,718,0,5921,6876,12797,0.000131490,0.000161215,0.000292705
bin-rec,718,0,718,0,5921,6876,12797,0.000130200,0.000159848,0.000290048
bin-rec,718,0,718,0,5921,6876,12797,0.000116767,0.000158403,0.000275170
bin-rec,718,0,718,0,5921,6876,12797,0.000108489,0.000163403,0.000271892
bin-rec,718,0,718,0,5921,6876,12797,0.000131119,0.000167437,0.000298556
